sample_id	seqnames	start	end	width	strand	score	annotation	gene_seqnames	gene_start	gene_end	gene_width	gene_strand	gene_id	transcript_id	tss_distance	gene_version	gene_name	gene_source	gene_biotype
251-2_S1_L001.insertion_sites.filtered	9	110264608	110264608	1	-	2	Intron (ENSMUST00000068025/ENSMUSG00000054792, intron 7 of 9)	9	110259751	110261613	1863	2	ENSMUSG00000054792	ENSMUST00000199700	-2995	16	Klhl18	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	X	43876390	43876390	1	+	2	Distal Intergenic	20	43951757	43952726	970	1	ENSMUSG00000083721	ENSMUST00000120273	-75367	2	Gm7700	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	15	69396324	69396324	1	+	2	Distal Intergenic	15	69142382	69146569	4188	1	ENSMUSG00000116167	ENSMUST00000231164	253942	2	4930504C09Rik	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	18	8239305	8239305	1	-	2	Distal Intergenic	18	8227514	8228006	493	2	ENSMUSG00000117385	ENSMUST00000234783	-11299	2	Gm20147	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	19	3701147	3701147	1	-	2	Intron (ENSMUST00000025856/ENSMUSG00000024913, intron 3 of 22)	19	3634836	3665792	30957	2	ENSMUSG00000024913	ENSMUST00000177294	-35355	17	Lrp5	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	10	19546701	19546701	1	-	2	Distal Intergenic	10	19591900	19594452	2553	2	ENSMUSG00000110958	ENSMUST00000213761	47751	2	Gm33332	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	16	63317996	63317996	1	+	2	Distal Intergenic	16	62932053	62932548	496	1	ENSMUSG00000116612	ENSMUST00000231788	385943	2	Gm49621	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	7	100174061	100174061	1	+	2	Downstream (<1kb)	7	100173223	100173835	613	1	ENSMUSG00000109560	ENSMUST00000208573	838	2	Gm8463	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	2	68693144	68693144	1	-	2	Distal Intergenic	2	68650655	68675596	24942	2	ENSMUSG00000109667	ENSMUST00000211183	-17548	2	Gm36231	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	8	91608096	91608096	1	-	2	Distal Intergenic	8	91634567	91635043	477	2	ENSMUSG00000074171	ENSMUST00000098517	26947	3	Gm6658	ensembl_havana	TEC
251-2_S1_L001.insertion_sites.filtered	10	20593098	20593098	1	-	2	Intron (ENSMUST00000020165/ENSMUSG00000019990, intron 1 of 12)	10	20276164	20600442	324279	2	ENSMUSG00000019990	ENSMUST00000170265	7344	16	Pde7b	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	15	12619877	12619877	1	+	2	Distal Intergenic	15	12574975	12575976	1002	1	ENSMUSG00000078300	ENSMUST00000100754	44902	4	Gm2606	ensembl_havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	16	10709532	10709532	1	+	2	Intron (ENSMUST00000181721/ENSMUSG00000037991, intron 5 of 5)	16	10652932	10710830	57899	1	ENSMUSG00000037991	ENSMUST00000181721	56600	10	Rmi2	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	18	35944402	35944402	1	+	2	Intron (ENSMUST00000235919/ENSMUSG00000117841, intron 4 of 4)	18	35934360	35942547	8188	1	ENSMUSG00000091896	ENSMUST00000237482	10042	10	Ube2d2a	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	12	32453671	32453671	1	-	2	Intron (ENSMUST00000218751/ENSMUSG00000112865, intron 4 of 6)	12	32440767	32481922	41156	2	ENSMUSG00000112865	ENSMUST00000218751	28251	2	Gm40375	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	6	85653162	85653162	1	+	2	Intron (ENSMUST00000072018/ENSMUSG00000063810, intron 15 of 22)	6	85656259	85659846	3588	1	ENSMUSG00000107278	ENSMUST00000202081	-3097	2	Gm42600	havana	TEC
251-2_S1_L001.insertion_sites.filtered	15	11440690	11440690	1	+	2	Distal Intergenic	15	11630815	11638411	7597	1	ENSMUSG00000115804	ENSMUST00000228129	-190125	2	Gm49107	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	8	87858669	87858669	1	+	2	Intron (ENSMUST00000183611/ENSMUSG00000098684, intron 2 of 7)	8	87841273	87925032	83760	1	ENSMUSG00000098684	ENSMUST00000183611	17396	2	Gm27246	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	19	29986270	29986270	1	+	2	Downstream (2-3kb)	19	29981190	29983418	2229	1	ENSMUSG00000024815	ENSMUST00000025727	5080	6	Trpd52l3	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	12	99659065	99659065	1	+	2	Distal Intergenic	12	99609334	99613482	4149	1	ENSMUSG00000113136	ENSMUST00000222616	49731	3	Gm19951	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	13	27740531	27740531	1	+	2	Distal Intergenic	13	27534126	27538194	4069	1	ENSMUSG00000018259	ENSMUST00000223918	206405	14	Prl8a2	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	10	100926959	100926959	1	+	2	Distal Intergenic	10	101107482	101108417	936	1	ENSMUSG00000111906	ENSMUST00000219772	-180523	2	Gm19233	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	3	25963978	25963978	1	-	2	Intron (ENSMUST00000193603/ENSMUSG00000063887, intron 5 of 7)	3	25749359	25754467	5109	2	ENSMUSG00000102397	ENSMUST00000193993	-209511	2	Gm37573	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	2	6357737	6357737	1	+	2	Promoter (<=1kb)	2	6357544	6448305	90762	1	ENSMUSG00000039046	ENSMUST00000042503	193	16	Usp6nl	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	19	27212107	27212107	1	+	2	Intron (ENSMUST00000164509/ENSMUSG00000024924, intron 3 of 16)	19	27216174	27221228	5055	1	ENSMUSG00000024924	ENSMUST00000165761	-4067	15	Vldlr	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	6	48542011	48542011	1	-	2	Distal Intergenic	6	48546630	48549580	2951	2	ENSMUSG00000009281	ENSMUST00000203541	7569	7	Rarres2	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	9	56173212	56173212	1	-	2	Intron (ENSMUST00000061552/ENSMUSG00000074305, intron 3 of 6)	9	56108410	56151349	42940	2	ENSMUSG00000074305	ENSMUST00000188142	-21863	10	Peak1	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	18	61325964	61325964	1	+	2	Distal Intergenic	18	61353387	61422995	69609	1	ENSMUSG00000024575	ENSMUST00000025468	-27423	17	Pde6a	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	10	68510740	68510740	1	-	1	Distal Intergenic	10	68527333	68528203	871	2	ENSMUSG00000112434	ENSMUST00000218595	17463	2	Gm7594	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	18	74214526	74214526	1	-	1	Distal Intergenic	18	74104241	74198430	94190	2	ENSMUSG00000024558	ENSMUST00000160601	-16096	13	Mapk4	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	6	96612908	96612908	1	-	1	Distal Intergenic	6	96537722	96537825	104	2	ENSMUSG00000077598	ENSMUST00000104410	-75083	4	Gm26011	ensembl	snRNA
251-2_S1_L001.insertion_sites.filtered	14	118980144	118980144	1	-	1	Distal Intergenic	14	118965206	118972557	7352	2	ENSMUSG00000098630	ENSMUST00000184172	-7587	2	Gm27198	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	16	70004858	70004858	1	-	1	Distal Intergenic	16	69940053	69941160	1108	2	ENSMUSG00000116531	ENSMUST00000232445	-63698	2	Gm19082	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	18	42011135	42011135	1	+	1	Distal Intergenic	18	42186732	42292025	105294	1	ENSMUSG00000057719	ENSMUST00000072008	-175597	12	Sh3rf2	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	11	18844258	18844258	1	+	1	Distal Intergenic	11	18959128	18961183	2056	1	ENSMUSG00000084085	ENSMUST00000117191	-114870	3	Gm16140	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	12	53001204	53001204	1	-	1	Distal Intergenic	12	53093491	53093609	119	2	ENSMUSG00000119139	ENSMUST00000083299	92405	1	n-R5s58	ensembl	rRNA
251-2_S1_L001.insertion_sites.filtered	8	61065193	61065193	1	+	1	Distal Intergenic	8	61085861	61127967	42107	1	ENSMUSG00000031647	ENSMUST00000161421	-20668	11	Mfap3l	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	3	123440978	123440978	1	+	1	Distal Intergenic	3	123554976	123555576	601	1	ENSMUSG00000080842	ENSMUST00000118944	-113998	3	Gm15400	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	2	146165252	146165252	1	+	1	Distal Intergenic	2	146147467	146148309	843	1	ENSMUSG00000042938	ENSMUST00000122417	17785	9	Gm14117	ensembl_havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	9	62885785	62885785	1	+	1	Distal Intergenic	9	62934842	62934999	158	1	ENSMUSG00000064855	ENSMUST00000082921	-49057	3	Gm24526	ensembl	snRNA
251-2_S1_L001.insertion_sites.filtered	3	32594289	32594289	1	-	1	Distal Intergenic	3	32565952	32566493	542	2	ENSMUSG00000104231	ENSMUST00000192741	-27796	2	Gm37592	havana	lncRNA
251-2_S1_L001.insertion_sites.filtered	9	47601678	47601678	1	-	1	Distal Intergenic	9	47685089	47688035	2947	2	ENSMUSG00000111155	ENSMUST00000216522	86357	2	Gm47197	havana	TEC
251-2_S1_L001.insertion_sites.filtered	19	3130475	3130475	1	-	1	Intron (ENSMUST00000237047/ENSMUSG00000100969, intron 2 of 5)	19	3186984	3187090	107	2	ENSMUSG00000118966	ENSMUST00000101978	56615	1	Gm25431	ensembl	snRNA
251-2_S1_L001.insertion_sites.filtered	4	10364490	10364490	1	+	1	Distal Intergenic	4	10580812	10581102	291	1	ENSMUSG00000081361	ENSMUST00000118586	-216322	2	Gm11813	havana	processed_pseudogene
251-2_S1_L001.insertion_sites.filtered	6	112833688	112833688	1	-	1	Intron (ENSMUST00000088373/ENSMUSG00000030257, intron 1 of 21)	6	112772381	112806420	34040	2	ENSMUSG00000030257	ENSMUST00000143475	-27268	17	Srgap3	ensembl_havana	protein_coding
251-2_S1_L001.insertion_sites.filtered	3	97832292	97832292	1	+	1	Downstream (1-2kb)	3	97837489	97874334	36846	1	ENSMUSG00000074388	ENSMUST00000098828	-5197	5	Gm5544	ensembl_havana	lncRNA
