sample_id	seqnames	start	end	width	strand	score	annotation	gene_seqnames	gene_start	gene_end	gene_width	gene_strand	gene_id	transcript_id	tss_distance	gene_version	gene_name	gene_source	gene_biotype
251_S9_L001.insertion_sites.filtered	3	32594289	32594289	1	-	3	Distal Intergenic	3	32565952	32566493	542	2	ENSMUSG00000104231	ENSMUST00000192741	-27796	2	Gm37592	havana	lncRNA
251_S9_L001.insertion_sites.filtered	10	20593098	20593098	1	-	3	Intron (ENSMUST00000020165/ENSMUSG00000019990, intron 1 of 12)	10	20276164	20600442	324279	2	ENSMUSG00000019990	ENSMUST00000170265	7344	16	Pde7b	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	18	24341802	24341802	1	+	3	Intron (ENSMUST00000000430/ENSMUSG00000000420, intron 1 of 12)	18	24339016	24387687	48672	1	ENSMUSG00000000420	ENSMUST00000164998	2786	16	Galnt1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	5	91223898	91223898	1	+	3	Intron (ENSMUST00000031324/ENSMUSG00000029377, intron 1 of 4)	5	91222481	91241505	19025	1	ENSMUSG00000029377	ENSMUST00000031324	1417	6	Ereg	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	16	94976852	94976852	1	+	3	Distal Intergenic	16	94903263	94904055	793	1	ENSMUSG00000116667	ENSMUST00000232306	73589	2	Gm49641	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	16	87451720	87451720	1	+	3	Distal Intergenic	16	87495833	87530234	34402	1	ENSMUSG00000025612	ENSMUST00000026703	-44113	6	Bach1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	3	146483020	146483020	1	+	3	Distal Intergenic	3	146508918	146509596	679	1	ENSMUSG00000104946	ENSMUST00000198392	-25898	2	Gm19104	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	16	77096626	77096626	1	+	3	Intron (ENSMUST00000244279/ENSMUSG00000090386, intron 2 of 4)	16	77126037	77488293	362257	1	ENSMUSG00000090386	ENSMUST00000242335	-29411	12	Mir99ahg	ensembl_havana	lncRNA
251_S9_L001.insertion_sites.filtered	8	14695110	14695110	1	+	3	Intron (ENSMUST00000152652/ENSMUSG00000047495, intron 3 of 14)	8	14792753	14810902	18150	1	ENSMUSG00000047495	ENSMUST00000137130	-97643	16	Dlgap2	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	14	118980144	118980144	1	-	3	Distal Intergenic	14	118965206	118972557	7352	2	ENSMUSG00000098630	ENSMUST00000184172	-7587	2	Gm27198	havana	lncRNA
251_S9_L001.insertion_sites.filtered	13	29912750	29912750	1	-	3	Intron (ENSMUST00000140278/ENSMUSG00000006191, intron 5 of 16)	13	29961279	30039414	78136	2	ENSMUSG00000006191	ENSMUST00000124532	126664	18	Cdkal1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	14	30641754	30641754	1	-	2	Intron (ENSMUST00000006697/ENSMUSG00000006522, intron 6 of 21)	14	30630640	30645506	14867	2	ENSMUSG00000006522	ENSMUST00000227995	3752	18	Itih3	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	18	35021472	35021472	1	+	2	Distal Intergenic	18	34992876	34998037	5162	1	ENSMUSG00000038418	ENSMUST00000064795	28596	9	Egr1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	9	47601678	47601678	1	-	2	Distal Intergenic	9	47685089	47688035	2947	2	ENSMUSG00000111155	ENSMUST00000216522	86357	2	Gm47197	havana	TEC
251_S9_L001.insertion_sites.filtered	14	26932446	26932446	1	-	2	Distal Intergenic	14	27102689	27102807	119	2	ENSMUSG00002076936	ENSMUST00020183023	170361	1	Gm54449	ensembl	miRNA
251_S9_L001.insertion_sites.filtered	18	88919247	88919247	1	-	2	Intron (ENSMUST00000147313/ENSMUSG00000056153, intron 1 of 2)	18	88886619	88912476	25858	2	ENSMUSG00000056153	ENSMUST00000125362	-6771	16	Socs6	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	7	6690607	6690607	1	+	2	Distal Intergenic	7	6733577	6736236	2660	1	ENSMUSG00000051527	ENSMUST00000208195	-42970	12	Usp29	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	16	10709532	10709532	1	+	2	Intron (ENSMUST00000181721/ENSMUSG00000037991, intron 5 of 5)	16	10652932	10710830	57899	1	ENSMUSG00000037991	ENSMUST00000181721	56600	10	Rmi2	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	6	15860169	15860169	1	+	2	Distal Intergenic	6	15836088	15837778	1691	1	ENSMUSG00000108048	ENSMUST00000203790	24081	2	Gm43990	havana	TEC
251_S9_L001.insertion_sites.filtered	6	59245052	59245052	1	+	2	Distal Intergenic	6	59185855	59189018	3164	1	ENSMUSG00000049232	ENSMUST00000062626	59197	4	Tigd2	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	7	25427247	25427247	1	-	2	Intron (ENSMUST00000206832/ENSMUSG00000040725, intron 10 of 14)	7	25410531	25418513	7983	2	ENSMUSG00000002608	ENSMUST00000002683	-8734	9	Ccdc97	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	10	29670270	29670270	1	+	2	Distal Intergenic	10	29657407	29657995	589	1	ENSMUSG00000111427	ENSMUST00000215034	12863	2	Gm6390	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	1	55608075	55608075	1	-	2	Distal Intergenic	1	55483233	55484183	951	2	ENSMUSG00000100309	ENSMUST00000186507	-123892	2	Gm6644	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	6	53058003	53058003	1	+	2	Distal Intergenic	6	53022869	53023408	540	1	ENSMUSG00000080759	ENSMUST00000119487	35134	2	Gm15573	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	12	99659065	99659065	1	+	2	Distal Intergenic	12	99609334	99613482	4149	1	ENSMUSG00000113136	ENSMUST00000222616	49731	3	Gm19951	havana	lncRNA
251_S9_L001.insertion_sites.filtered	2	134551935	134551935	1	-	2	Distal Intergenic	2	134572715	134573027	313	2	ENSMUSG00000081243	ENSMUST00000120576	21092	2	Gm14037	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	11	12369733	12369733	1	+	2	Distal Intergenic	11	12272275	12301028	28754	1	ENSMUSG00000086584	ENSMUST00000174550	97458	10	Gm12002	havana	lncRNA
251_S9_L001.insertion_sites.filtered	1	186688608	186688608	1	+	2	Distal Intergenic	1	186692705	186693710	1006	1	ENSMUSG00000097935	ENSMUST00000180973	-4097	2	Gm3809	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	16	33521637	33521637	1	-	2	Distal Intergenic	16	33590800	33607482	16683	2	ENSMUSG00000090214	ENSMUST00000148293	85845	10	Gm15657	havana	lncRNA
251_S9_L001.insertion_sites.filtered	8	127386170	127386170	1	-	2	Distal Intergenic	8	127320858	127321308	451	2	ENSMUSG00000120025	ENSMUST00000241069	-64862	1	Gm56824	havana_tagene	lncRNA
251_S9_L001.insertion_sites.filtered	8	24221675	24221675	1	-	2	Distal Intergenic	8	24242099	24242781	683	2	ENSMUSG00000109158	ENSMUST00000209073	21106	2	Gm45166	havana	TEC
251_S9_L001.insertion_sites.filtered	17	63075477	63075477	1	+	2	Distal Intergenic	17	63509733	63509849	117	1	ENSMUSG00000088853	ENSMUST00000158228	-434256	3	Gm24730	ensembl	snoRNA
251_S9_L001.insertion_sites.filtered	17	6253970	6253970	1	-	2	Distal Intergenic	17	6182129	6182680	552	2	ENSMUSG00000058542	ENSMUST00000078419	-71290	4	Gm15590	ensembl_havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	4	124863900	124863900	1	+	2	Distal Intergenic	4	124880223	124902892	22670	1	ENSMUSG00000028871	ENSMUST00000030687	-16323	8	Rspo1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	8	61065193	61065193	1	+	2	Distal Intergenic	8	61085861	61127967	42107	1	ENSMUSG00000031647	ENSMUST00000161421	-20668	11	Mfap3l	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	18	68065404	68065404	1	+	2	Promoter (<=1kb)	18	68066328	68388622	322295	1	ENSMUSG00000024544	ENSMUST00000063775	-924	10	Ldlrad4	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	10	70092306	70092306	1	+	2	Intron (ENSMUST00000046807/ENSMUSG00000037762, intron 2 of 5)	10	70102809	70119910	17102	1	ENSMUSG00000037762	ENSMUST00000155933	-10503	7	Slc16a9	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	18	56763218	56763218	1	+	2	Distal Intergenic	18	56800850	56801294	445	1	ENSMUSG00000118275	ENSMUST00000235398	-37632	2	Gm50289	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	7	80743052	80743052	1	-	2	Distal Intergenic	7	80811145	80811492	348	2	ENSMUSG00000083820	ENSMUST00000118488	68440	2	Ndufs6b	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	19	25589251	25589251	1	+	2	Intron (ENSMUST00000048935/ENSMUSG00000042372, intron 1 of 1)	19	25587901	25601285	13385	1	ENSMUSG00000042372	ENSMUST00000048935	1350	6	Dmrt3	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	19	3701147	3701147	1	-	2	Intron (ENSMUST00000025856/ENSMUSG00000024913, intron 3 of 22)	19	3634836	3665792	30957	2	ENSMUSG00000024913	ENSMUST00000177294	-35355	17	Lrp5	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	12	24678439	24678439	1	+	2	Distal Intergenic	12	24701273	24712788	11516	1	ENSMUSG00000020653	ENSMUST00000020982	-22834	13	Klf11	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	5	58009927	58009927	1	+	2	Intron (ENSMUST00000191837/ENSMUSG00000029108, intron 1 of 2)	5	58057076	58057649	574	1	ENSMUSG00000104564	ENSMUST00000198743	-47149	2	Gm17977	havana	transcribed_processed_pseudogene
251_S9_L001.insertion_sites.filtered	7	74303170	74303170	1	-	2	Distal Intergenic	7	73945119	74204528	259410	2	ENSMUSG00000025790	ENSMUST00000107453	-98642	15	Slco3a1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	1	22626030	22626030	1	-	1	Intron (ENSMUST00000081544/ENSMUSG00000041670, intron 5 of 27)	1	22522235	22551610	29376	2	ENSMUSG00000041670	ENSMUST00000239255	-74420	20	Rims1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	11	18844258	18844258	1	+	1	Distal Intergenic	11	18959128	18961183	2056	1	ENSMUSG00000084085	ENSMUST00000117191	-114870	3	Gm16140	havana	lncRNA
251_S9_L001.insertion_sites.filtered	6	144630709	144630709	1	-	1	Intron (ENSMUST00000141102/ENSMUSG00000041540, intron 1 of 13)	6	144616153	144618446	2294	2	ENSMUSG00000072677	ENSMUST00000144026	-12263	5	Sox5it	havana	lncRNA
251_S9_L001.insertion_sites.filtered	19	25024337	25024337	1	-	1	Distal Intergenic	19	25070230	25073900	3671	2	ENSMUSG00000120776	ENSMUST00000245764	49563	1	Gm34235	havana_tagene	lncRNA
251_S9_L001.insertion_sites.filtered	17	78507021	78507021	1	-	1	Intron (ENSMUST00000234450/ENSMUSG00000117648, intron 1 of 1)	17	78506685	78507454	770	2	ENSMUSG00000117648	ENSMUST00000234450	433	2	Gm32282	havana	lncRNA
251_S9_L001.insertion_sites.filtered	10	89299861	89299861	1	-	1	Intron (ENSMUST00000058126/ENSMUSG00000047638, intron 7 of 8)	10	89244685	89279829	35145	2	ENSMUSG00000074802	ENSMUST00000099374	-20032	12	Gas2l3	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	6	47574617	47574617	1	-	1	Distal Intergenic	6	47529320	47572275	42956	2	ENSMUSG00000029687	ENSMUST00000133043	-2342	17	Ezh2	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	12	32453671	32453671	1	-	1	Intron (ENSMUST00000218751/ENSMUSG00000112865, intron 4 of 6)	12	32440767	32481922	41156	2	ENSMUSG00000112865	ENSMUST00000218751	28251	2	Gm40375	havana	lncRNA
251_S9_L001.insertion_sites.filtered	19	3298060	3298060	1	-	1	Distal Intergenic	19	3303518	3305067	1550	2	ENSMUSG00000117886	ENSMUST00000237524	7007	2	Gm2106	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	12	3971364	3971364	1	-	1	Distal Intergenic	12	3981533	3982040	508	2	ENSMUSG00000112271	ENSMUST00000220237	10676	2	Gm9088	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	15	50518273	50518273	1	-	1	3' UTR	15	50682895	50690917	8023	2	ENSMUSG00000038679	ENSMUST00000183421	172644	18	Trps1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	8	126874563	126874563	1	+	1	Intron (ENSMUST00000238518/ENSMUSG00000057060, intron 2 of 7)	8	126866121	127122710	256590	1	ENSMUSG00000057060	ENSMUST00000238386	8442	9	Slc35f3	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	12	93121063	93121063	1	+	1	Distal Intergenic	12	93683194	93683519	326	1	ENSMUSG00000112982	ENSMUST00000221024	-562131	2	Gm21007	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	18	5707486	5707486	1	+	1	Intron (ENSMUST00000025081/ENSMUSG00000024238, intron 2 of 7)	18	5731081	5772804	41724	1	ENSMUSG00000024238	ENSMUST00000177030	-23595	16	Zeb1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	16	41917467	41917467	1	+	1	Intron (ENSMUST00000187695/ENSMUSG00000061080, intron 5 of 8)	16	41964347	41994821	30475	1	ENSMUSG00000061080	ENSMUST00000145951	-46880	12	Lsamp	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	6	48542011	48542011	1	-	1	Distal Intergenic	6	48546630	48549580	2951	2	ENSMUSG00000009281	ENSMUST00000203541	7569	7	Rarres2	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	10	5480382	5480382	1	+	1	Distal Intergenic	10	5543775	5556904	13130	1	ENSMUSG00000046916	ENSMUST00000051809	-63393	10	Myct1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	8	80082891	80082891	1	+	1	Distal Intergenic	8	80130777	80137845	7069	1	ENSMUSG00000109945	ENSMUST00000211483	-47886	2	Gm45601	havana	lncRNA
251_S9_L001.insertion_sites.filtered	8	37129348	37129348	1	+	1	Distal Intergenic	8	37016481	37018484	2004	1	ENSMUSG00000121155	ENSMUST00000247328	112867	1	Gm56869	havana_tagene	lncRNA
251_S9_L001.insertion_sites.filtered	2	125758995	125758995	1	+	1	Intron (ENSMUST00000028636/ENSMUSG00000027207, intron 5 of 9)	2	125708188	125789270	81083	1	ENSMUSG00000027207	ENSMUST00000110454	50807	16	Galk2	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	12	16125917	16125917	1	+	1	Distal Intergenic	12	16205102	16205624	523	1	ENSMUSG00000113142	ENSMUST00000221780	-79185	2	Gm18114	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	16	63317996	63317996	1	+	1	Distal Intergenic	16	62932053	62932548	496	1	ENSMUSG00000116612	ENSMUST00000231788	385943	2	Gm49621	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	16	20918660	20918660	1	-	1	Distal Intergenic	16	20880963	20881844	882	2	ENSMUSG00000116710	ENSMUST00000232295	-36816	2	Gm6557	havana	unprocessed_pseudogene
251_S9_L001.insertion_sites.filtered	2	6357737	6357737	1	+	1	Promoter (<=1kb)	2	6357544	6448305	90762	1	ENSMUSG00000039046	ENSMUST00000042503	193	16	Usp6nl	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	11	53327330	53327330	1	-	1	Distal Intergenic	11	53319780	53321658	1879	2	ENSMUSG00000044894	ENSMUST00000156503	-5672	15	Uqcrq	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	7	73690292	73690292	1	+	1	Distal Intergenic	7	73598171	73607790	9620	1	ENSMUSG00000102384	ENSMUST00000191751	92121	2	Gm38143	havana	lncRNA
251_S9_L001.insertion_sites.filtered	9	49225940	49225940	1	-	1	Distal Intergenic	9	49329109	49330736	1628	2	ENSMUSG00000032257	ENSMUST00000216227	104796	7	Ankk1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	7	75369641	75369641	1	-	1	Distal Intergenic	7	75407007	75407116	110	2	ENSMUSG00002076060	ENSMUST00020181771	37475	1	Gm55660	ensembl	miRNA
251_S9_L001.insertion_sites.filtered	18	4009569	4009569	1	-	1	Distal Intergenic	18	4052351	4052536	186	2	ENSMUSG00000117565	ENSMUST00000234182	42967	2	Gm6248	havana	processed_pseudogene
251_S9_L001.insertion_sites.filtered	2	58031800	58031800	1	-	1	Intron (ENSMUST00000028175/ENSMUSG00000026832, intron 6 of 7)	2	58024078	58046809	22732	2	ENSMUSG00000026832	ENSMUST00000131443	15009	13	Cytip	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	6	98934759	98934759	1	-	1	Intron (ENSMUST00000113326/ENSMUSG00000030067, intron 10 of 17)	6	98907132	98912506	5375	2	ENSMUSG00000030067	ENSMUST00000175880	-22253	18	Foxp1	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	10	94966205	94966205	1	-	1	Intron (ENSMUST00000220248/ENSMUSG00000112481, intron 2 of 3)	10	94970152	94972736	2585	2	ENSMUSG00000112501	ENSMUST00000217798	6531	2	Gm33091	havana	lncRNA
251_S9_L001.insertion_sites.filtered	6	54221208	54221208	1	+	1	Intron (ENSMUST00000046856/ENSMUSG00000004633, intron 6 of 12)	6	54241843	54277278	35436	1	ENSMUSG00000004633	ENSMUST00000146114	-20635	18	Chn2	ensembl_havana	protein_coding
251_S9_L001.insertion_sites.filtered	3	25963978	25963978	1	-	1	Intron (ENSMUST00000193603/ENSMUSG00000063887, intron 5 of 7)	3	25749359	25754467	5109	2	ENSMUSG00000102397	ENSMUST00000193993	-209511	2	Gm37573	havana	lncRNA
251_S9_L001.insertion_sites.filtered	6	51336691	51336691	1	-	1	Distal Intergenic	6	51378185	51379013	829	2	ENSMUSG00000108236	ENSMUST00000204546	42322	2	0610033M10Rik	havana	lncRNA
251_S9_L001.insertion_sites.filtered	19	22924331	22924331	1	+	1	Intron (ENSMUST00000237357/ENSMUSG00000052387, intron 21 of 24)	19	23038791	23041396	2606	1	ENSMUSG00000118155	ENSMUST00000237212	-114460	3	Gm50136	havana	lncRNA
251_S9_L001.insertion_sites.filtered	3	151030972	151030972	1	-	1	Distal Intergenic	3	150823559	150829555	5997	2	ENSMUSG00000104816	ENSMUST00000200442	-201417	2	Gm43473	havana	TEC
